index,split,y,task,F3中期峰幅,F3中期峰时,F3中期均幅,F3中期面积,Fz中期峰幅,Fz中期峰时,Fz中期均幅,Fz中期面积,F4中期峰幅,F4中期峰时,F4中期均幅,F4中期面积,中期双侧差,中期中额与双侧差,F3晚期峰幅,F3晚期峰时,F3晚期均幅,F3晚期面积,Fz晚期峰幅,Fz晚期峰时,Fz晚期均幅,Fz晚期面积,F4晚期峰幅,F4晚期峰时,F4晚期均幅,F4晚期面积,晚期双侧差,晚期中额与双侧差,左源投影,右源投影,公共源投影,左右源差,归一选择指数,左模板误差,右模板误差,最佳时间偏移
0,train,-1,1,-70.44661914565047,0.25,-91.33303985925795,-22.871059413261587,18.159537847464826,0.5,1.565199486609188,0.3578479317888559,20.905317584957174,0.5,-0.5000382921412068,-0.15963830135510493,-90.83300156711675,47.481738562308756,-27.778293869576814,0.59375,-71.21001331399543,-21.06585228127669,95.28375227894779,0.58984375,58.7678997355455,17.521791392003315,98.40676785421877,0.58984375,59.15922612228201,17.622291946699168,-130.36923943627747,64.79329333140221,-5.38177864601886,9.028769304380589,6.459014635225289,-14.41054795039945,-0.999999930606391,50.21740568218285,49.68151110849066,0.0
3,train,-1,1,-134.92924552851542,0.29296875,-186.92837111857017,-46.76022864844008,15.99351207778207,0.30078125,-5.116870408059491,-1.2760592772945727,-94.29397727810532,0.296875,-135.17732644082892,-33.79319270775969,-51.751044677741255,155.93597837164012,-220.69283280547657,0.5,-247.7947983064465,-73.60063652001953,9.90116570765588,0.76171875,0.2312621605265238,0.08567631496813723,-162.2154170892715,0.5,-202.25315720735483,-60.01854842269266,-45.54164109909148,225.25523991742716,1.2045524288770573,7.412209849934883,-2.122430531954256,-6.207657421057826,-0.7204163814412834,35.795630660346525,33.59324155995918,0.0
4,train,1,1,-97.73110089247106,0.27734375,-129.86324772292986,-32.45846431401497,4.008137102990464,0.27734375,-11.40885539480101,-2.8158430269099215,-43.20168077823156,0.2734375,-76.31362863316674,-19.047572787401027,-53.54961908976311,91.67958278324728,-151.6563055798059,0.53515625,-183.24520993296386,-54.394105683928736,-2.4981092092613473,0.53125,-14.505752237467545,-4.2839940680240955,-94.28186276954862,0.52734375,-116.13471726425573,-34.46845052208539,-67.11049266870816,135.18421136114227,-1.3627158536061794,6.368609598612936,-3.0840962850214138,-7.7313254522191155,-0.9999998706560891,34.033578667612346,32.19573618168453,0.0
5,train,-1,1,-229.69185818962842,0.25,-308.1014626829118,-77.02542244244707,4.382326212192087,0.34375,-8.970539920316769,-2.2283532898435108,-284.23186119313493,0.25,-374.9258710894375,-93.73047074520585,66.82440840652583,332.54312696585777,-386.2665694099864,0.51171875,-462.2528932861437,-137.25065104805824,-7.854520084311873,0.69140625,-21.57697532830222,-6.413992753554454,-466.1303588883527,0.5,-544.0953458062294,-161.5873772655483,81.84245252008556,481.59714421788425,13.896144274191176,4.336704051485129,-6.552508113310695,9.559440222706048,0.5242976592388126,73.87531118552558,77.28607115878062,0.0
6,train,-1,1,8.276539605512049,0.5,-11.509813540804373,-2.8979642680644897,13.549813870966483,0.5,-0.4892053530599258,-0.12327520410273408,-23.185642774086915,0.5,-39.11465727591479,-9.791644463088165,27.60484373511041,24.823030055299654,19.56921654362341,0.79296875,8.047818330392824,2.368331724508452,18.31308287043321,0.51171875,2.6090247911282,0.7500919075422695,-4.77643543655833,0.7265625,-22.28832211089339,-6.642756414975302,30.3361404412862,9.729276681378487,2.4911996436424566,-1.3455999369869422,0.8752239151500524,3.836799580629399,0.9999997393661778,15.723390628715979,15.994180214632852,-0.0390625
7,train,-1,1,27.76717819224524,0.33203125,16.118594934052705,4.0682362573257205,17.454585584956284,0.33203125,7.247635902980896,1.8501493916386311,74.22216411266922,0.44140625,60.167930765470395,15.05485573810807,-44.04933583141769,-30.895626946780656,49.004725826780714,0.7734375,21.498641668384092,6.3704901470793605,11.50130570808356,0.55078125,2.7719232335545154,0.8450837265910748,130.25559804042993,0.796875,93.67079681916026,27.79520612341165,-72.17215515077616,-54.81279601021766,-4.800627051052346,2.894892426190587,1.1837097735287905,-7.695519477242932,-0.9999998700542734,42.14411461842499,42.14411461842499,0.0
8,train,1,1,24.756870097953282,0.421875,16.236427431418814,4.0710396604462655,16.914883456862924,0.41796875,5.869701745895769,1.4909014237245484,0.8752289680776499,0.41015625,-7.068772991116484,-1.739523462887275,23.305200422535293,1.285874525744608,24.0044408035032,0.73046875,10.425212613958509,3.1065639294156657,24.115735319703212,0.73828125,8.22298756324448,2.4571303145369376,-2.513991353827123,0.73046875,-16.0723113463333,-4.779539600511967,26.497523960291822,11.046536929431872,1.7446091776822927,-1.5020489577923808,0.6937391051446441,3.2466581354746733,0.999999691991072,12.438856515637136,12.443230331996704,0.0
9,train,1,1,34.46340269219902,0.47265625,22.051773458253354,5.516636159813765,20.566744192989532,0.26171875,7.290066844292765,1.8062523343758212,58.8063158346945,0.47265625,46.08418620108554,11.509310566862679,-24.032412742832186,-26.777912985376673,36.62492728629119,0.71484375,24.687744204966144,7.319280321046666,18.076587953273982,0.52734375,0.39013432338352777,0.09764931598502738,76.87523490815845,0.71484375,60.91750552595962,18.074699123873863,-36.229761320993475,-42.412490542079354,-2.8046008511671867,1.1830559109120986,0.5272781360236551,-3.9876567620792853,-0.9999997492262226,30.231845823361787,30.231845823361787,0.0
10,train,1,1,-111.6322808253804,0.25,-158.82636364240724,-39.69262903520463,10.122529384712855,0.35546875,-2.21767671908676,-0.5647597672185307,-78.6967319212329,0.25,-120.02342346148498,-30.024799370330157,-38.80294018092224,137.2072168328593,-213.16892666278227,0.5,-301.54387133544543,-89.53871350244,0.9316475601815561,0.5,-16.134020875113702,-4.810485473231146,-151.6510404627707,0.5,-225.0586279173768,-66.82604228990574,-76.48524341806873,247.1672287512975,0.16165227113095942,8.282196867084982,-5.710500317748146,-8.120544595954023,-0.9617111226549755,50.68203434440726,48.66782654807632,0.0390625
11,train,1,1,21.443240015420002,0.359375,6.466809555095983,1.614723360715359,26.777812258250428,0.37109375,8.93573383919112,2.2237530880239644,55.30963407101481,0.37109375,41.088207374357815,10.272921427945345,-34.62139781926183,-14.84177462553579,6.167675122230399,0.5,-17.0890447186156,-5.112247244816081,23.14552182715621,0.5,-0.5665570306407782,-0.2215008030827829,53.258127122579594,0.5,41.17671292497861,12.183633445342842,-58.265757643594185,-12.610391133822274,-3.48429334344729,2.609986698190784,-0.28611053791169244,-6.094280041638074,-0.9999998359117354,22.899467279262723,22.899467279262723,0.0
12,train,-1,1,34.75459211553268,0.39453125,24.37963394157347,6.089340930242683,20.901656234421253,0.39453125,7.476831341763827,1.8715752024524386,45.96423547682275,0.39453125,34.18707857794381,8.574140401827867,-9.807444636370333,-21.806524917994814,38.64979983239822,0.73828125,19.93655217789777,5.892062647791247,9.91155604351751,0.77734375,-2.373398890346622,-0.7291104528775588,41.443600872279646,0.7421875,29.065617219360373,8.614065689631579,-9.129065041462626,-26.8744835889757,-1.227257090177857,-0.06026687585954636,-0.14661571683208846,-1.1669902143183106,-0.9063825907080771,20.771631300343024,20.771631300343024,0.0
15,train,-1,1,-19.41848558757006,0.27734375,-30.775298117654657,-7.668053341883721,19.80889012260151,0.37890625,11.386623472668388,2.866805295679592,-55.72084208218154,0.26171875,-73.8758701651611,-18.460056574963563,43.10057204750648,63.712207614076284,-39.725579331438766,0.5,-53.3228976789196,-15.84349833228851,23.96767762324662,0.7734375,3.4394114782493275,1.0267583364068724,-81.29011150944388,0.7734375,-105.12220922893803,-31.212520394871856,51.799311550018466,82.66196493217818,4.757222567826906,-1.3953485295541175,0.1571491224874584,6.152571097381023,0.9999998374663499,21.257868520315125,22.482059471535273,0.0
16,train,1,1,45.526174970914,0.4921875,29.58408684827282,7.420239582366097,20.684378845372237,0.30859375,2.424984146025337,0.6217501585590842,46.155203953062255,0.47265625,34.7386451372833,8.70563448553718,-5.154558289010482,-29.73638184675271,79.11575997501065,0.76953125,56.358824092847534,16.72197295758025,23.24578067286977,0.765625,6.074027100132114,1.7992816362137247,96.2489378196438,0.765625,67.7206259786733,20.111094388179804,-11.36180188582575,-55.96569793562828,-1.4961062955244255,-0.28867307381337604,1.732419471833307,-1.2074332217110495,-0.6765164176245605,36.09858116874008,36.09858116874008,0.0390625
17,train,-1,1,-0.9977977490213181,0.31640625,-10.192818326583465,-2.546167262492845,21.65332487411233,0.2890625,10.132931279235116,2.5313273676015458,15.523418557359474,0.40234375,0.7064456342664643,0.19613392564708462,-10.89926396084993,14.876117625393622,-5.015365003626387,0.74609375,-18.752009937990465,-5.587965331808194,25.678552126745643,0.75,2.3650190072271875,0.6695928984753983,1.886917029407046,0.75390625,-13.638479885424658,-4.092939017402322,-5.113530052565802,18.56026391893475,-0.0772060911435965,0.7526021876752628,0.2613353857847237,-0.8298082788188592,-0.9999987949038104,9.537000430042738,9.469823351282772,0.0
18,train,-1,1,7.98692859560412,0.5,-25.720483568389103,-6.459160372910784,-31.84019184571993,0.5,-48.996201503998996,-12.254305808923784,27.809463294898528,0.5,-8.050000121964736,-2.013670990658274,-17.67048344642437,-32.11095965882205,22.292343043442564,0.6640625,0.07271780883825309,0.017015160644855074,-30.32923442235202,0.5078125,-45.55531734750961,-13.562147473949452,65.92835031859909,0.796875,41.306581270005594,12.241163480405003,-41.23386346116732,-66.24496688693151,-2.785565488087811,1.3622431651194296,-3.157201549143042,-4.147808653207241,-0.999999758908898,40.402105914065196,40.402105914065196,0.0390625
20,train,-1,1,9.910629819568985,0.4453125,-2.99854365588665,-0.7642061945642628,23.710683346676838,0.44140625,11.397925670594075,2.8422262177769,34.208590131907776,0.4375,21.15084040644921,5.271975051136977,-24.14938406233586,2.3217772953127946,23.41505524781955,0.734375,7.195572883181991,2.135116938439004,41.183323634644054,0.734375,20.38165173494791,6.0647119071048,105.20917391098007,0.73828125,61.92917578815789,18.381426075957183,-54.733602904975896,-14.180722600722028,-2.814056459890595,2.8967680638613755,3.3937145841125638,-5.71082452375197,-0.9999998248939674,27.555112329367375,27.555112329367375,0.0390625
22,train,1,1,234.3379992573038,0.5,156.26265500490732,39.02674660730863,3.9770884071934987,0.4140625,-15.933652880153309,-3.9558419698084872,250.6377377376006,0.5,191.45660758042504,47.84117702845378,-35.19395257551774,-189.7932841728195,566.7383000795911,0.796875,403.26192857867585,119.72902480816245,-13.011372038605248,0.5234375,-28.67047210242774,-8.506195222245172,622.1825630969712,0.796875,424.1653776572404,125.8762653483993,-20.903449078564645,-442.3841252203858,-8.559161364183316,-4.923820353663386,6.32063868189331,-3.63534101051993,-0.26962439147148237,232.48087313281255,232.48087313281255,0.0390625
23,train,-1,1,76.50718399136971,0.25,29.854090304887784,7.406270984063162,68.60907090831296,0.25,20.203417973952597,4.995450085097442,71.55830822386889,0.25,28.545132736610597,7.078347627581479,1.3089575682771781,-8.996193546796604,17.3606846229736,0.625,9.939603438260987,2.9644670900643595,12.444506752880656,0.6328125,1.355419868083182,0.40723965443431426,29.842248999356755,0.62890625,16.445450808570687,4.871440113966115,-6.505847370309701,-11.83710725533266,-0.6151128802058728,-0.45665567244183236,-0.14511787944346466,-0.1584572077640405,-0.14784634194224586,28.636055247773612,28.636055247773612,-0.0390625
24,train,-1,1,-73.04594479823362,0.28125,-83.97011650271644,-21.014563207763512,21.383461709489417,0.49609375,-2.109533838749805,-0.5523995152322023,-217.9540004188633,0.25390625,-266.95552829875123,-66.78078631132847,182.98541179603478,173.35328856198407,-75.97728042112581,0.5,-92.73764595260731,-27.55288859388035,23.52833330455387,0.5703125,7.809182647364934,2.2983649874090006,-294.4068929349067,0.5,-338.842784841232,-100.61127280640456,246.10513888862477,223.59939804428473,18.707339568847086,-9.190289819363532,-0.08561403110416814,27.897629388210618,0.9999999641546616,80.85368386201309,85.0761302833439,0.0
25,train,1,1,56.2641308026571,0.25,1.5167630329870117,0.3315884417855093,70.06738057981784,0.25,13.877828167142594,3.405608253130311,69.4890267575672,0.25,10.03417232137825,2.429960053110177,-8.517409288391244,8.102360489959958,8.116998837612783,0.75,-14.470535128827212,-4.30031781465923,0.7598688218209304,0.78515625,-13.33772645990727,-3.963697059998689,3.4641253123038354,0.78515625,-16.46990010807119,-4.905666193895531,1.9993649792439767,2.132491158541938,-0.32845545569092727,-0.00399672111612556,-1.71246112291065,-0.32445873457480173,-0.9759531784023504,27.181472052267647,27.17794208534416,0.0390625
27,train,-1,1,95.42448459762672,0.296875,50.34726581795436,12.625439953946934,57.12549306182676,0.30078125,17.44697702388033,4.399114043611251,80.25672678232888,0.30078125,45.65791089588211,11.477881982184122,4.689354922072239,-30.555611333037923,2.58850854760756,0.5,-80.78029177681205,-24.08155307056173,-29.21476079080449,0.5,-99.41161961944242,-29.645389199024546,-9.909942812671872,0.5,-113.97883918622368,-33.985955143020064,33.198547409411624,-2.0320541379245225,-0.24832274043751595,-3.127394177043875,-14.130155479662097,2.879071436606359,0.8528767826532205,70.48691635930707,70.55460726572754,0.0390625
28,train,-1,1,70.6556961048885,0.33203125,59.73706494474371,14.935237257705815,38.42811464928292,0.328125,25.26649566789482,6.31247101093996,117.95832850717079,0.48046875,96.96313782305441,24.250659819211744,-37.22607287831065,-53.08360571600424,81.97731174217273,0.74609375,72.87963308164738,21.63801610223738,33.46499846399351,0.5234375,13.726540511508123,4.0845341622487235,144.81281786368822,0.72265625,131.3100244617341,38.99745521837423,-58.43039138008666,-88.36828826018262,-4.821682683377434,1.3552219055544132,2.3539022024197815,-6.176904588931847,-0.9999998381066401,68.48122809639001,68.48122809639001,0.0
29,train,-1,1,1.7179436942017068,0.265625,-10.690208129099835,-2.654506446199476,24.27422867264357,0.30859375,10.690750152395555,2.7131748653981105,28.35546048981854,0.30859375,14.411846073950562,3.6355985155834483,-25.102054203050397,8.829931179970183,-16.889380412474882,0.5625,-27.719754900219915,-8.231300688476793,15.586399356035248,0.5546875,5.164298548598935,1.5496311637430207,12.36485884783813,0.5546875,-2.6007545571838597,-0.7756969030888684,-25.119000343036053,20.32455327730081,-1.4924494538147342,1.9420126193052987,0.053493092306816314,-3.4344620731200326,-0.9999997088336724,14.776649314754785,14.656793773127626,0.0390625
30,train,-1,1,-13.771304939113037,0.40234375,-20.49033104848165,-5.120616672948383,13.70432939610103,0.2578125,4.266662761916618,1.0651965032108017,-66.80427013659789,0.25390625,-83.63311998921287,-20.918402138110107,63.142788940731194,56.328388280763896,-5.959764583485864,0.58203125,-20.748014504177796,-6.171757980154252,9.583527127296755,0.58203125,-3.619877104190595,-1.0811047591023033,-83.62414813573292,0.77734375,-97.55716288070263,-28.967411875184567,76.80914837652485,55.5327115882496,5.949213743337988,-3.1528872516970647,0.14384592083735306,9.102100995035052,0.9999998901352677,28.246386337268067,29.387726347471972,0.0
31,train,1,1,-2.449623702856009,0.359375,-16.96152699514985,-4.202690387513431,32.49709091361398,0.36328125,11.73062986202464,2.9373533653691632,22.515161473450643,0.36328125,3.5506910306692383,0.8781225561674215,-20.512218025819088,18.436047844264948,-30.082484971095074,0.53515625,-51.86419371031839,-15.417336648011046,12.95483347839151,0.6171875,-5.220497113708097,-1.5779829294954448,-0.7526514690043662,0.5,-18.453317283590042,-5.54083032673341,-33.410876426728365,29.938258383246115,-1.5249518032325127,2.3828648814921514,-0.9295317573775413,-3.907816684724664,-0.9999997441026985,18.655473425663214,18.361282322995994,0.0390625
32,train,1,1,18.53550325737473,0.359375,3.945114069715146,1.0188606932196422,20.92964190700586,0.359375,2.0259734553456856,0.5469209006090548,26.94212927824292,0.35546875,8.849895704166338,2.254547052436041,-4.90478163445119,-4.371531431595054,10.443387003132525,0.71484375,-1.3543693869251647,-0.3832768741642193,8.381210249187443,0.51953125,-6.157809969162213,-1.8054448011660922,8.08265570395273,0.51953125,-9.434479521532873,-2.8055252994184645,8.080110134607711,-0.7633855149331931,0.027018095465538124,-0.3478629916883174,-0.9198521976855585,0.37488108715385554,0.9999973324945783,9.833306645427664,9.833306645427664,0.0390625
33,train,-1,1,2.578461526508134,0.38671875,-28.94442100948388,-7.237820452975292,27.47972213281207,0.38671875,-9.298244011049507,-2.3011819280113808,8.837056561185532,0.3828125,-20.988384171788386,-5.2151565392643064,-7.956036837695487,15.668158579586624,-25.04011138799173,0.59765625,-38.55965372157441,-11.449782244650283,-5.872402921928937,0.54296875,-19.414653838607595,-5.749608278241361,-19.30482106369483,0.546875,-36.65245190730363,-10.871301514030128,-1.907201814270793,18.19139897583144,0.21336206412268444,0.6783317472906821,-1.7213325334377905,-0.4649696831679977,-0.5214448679262863,18.005790830631135,17.955247161471885,0.0
34,train,1,1,3.0660142884133137,0.30078125,-10.461304958184922,-2.5863012259684837,24.71021549005453,0.41796875,10.76076089943186,2.726765384849717,-0.22865611184622026,0.3046875,-12.5278485223671,-3.111793539537497,2.0665435641821728,22.255337639707868,-12.88090032805654,0.5234375,-37.50352630632077,-11.162742375124465,6.30554920838064,0.52734375,-8.39067967650366,-2.5277344876811383,-17.4027369199853,0.52734375,-31.445469022146916,-9.375701458318517,-6.058057284173854,26.083817987730164,0.2578124655605005,0.6517352665212637,-0.9919973387487573,-0.39392280096076315,-0.43309697113112056,12.20435157074444,12.156789066288768,0.0390625
36,train,-1,1,13.562243789814318,0.484375,-9.302366283919074,-2.3105006619544652,5.383508204016437,0.48828125,-6.408746667574725,-1.6067494582354118,14.24117071613982,0.35546875,-3.807900105927151,-0.9635421082502506,-5.4944661779919235,0.14638652734838595,25.41457633126406,0.55078125,5.88621689786879,1.7672537645067674,19.982415061600744,0.58984375,5.298142911363435,1.6029539796344265,37.5736372504622,0.765625,23.256745069905378,6.931702981004473,-17.37052817203658,-9.273338072523652,-0.8858080049054228,0.9559146647970354,1.0269413598144974,-1.8417226697024582,-0.9999994570303806,16.035037201766507,16.035037201766507,0.0390625
37,train,-1,1,-21.796625357877815,0.38671875,-31.408719638672707,-7.862055914578865,13.067877664346373,0.38671875,-1.8962644124965502,-0.4886399758201525,24.116382981818774,0.38671875,8.857968789220287,2.2118589634128862,-40.266688427892994,9.379111012229655,-28.983192649941387,0.5,-53.41039970169737,-15.850659420623812,11.221530943095647,0.78515625,2.0872755270351835,0.6098235672713394,42.146268084346374,0.79296875,19.23457033578001,5.666014374705918,-72.64497003747738,19.175190209993865,-3.38157384855101,4.082401652669526,-0.055223968592760304,-7.463975501220537,-0.999999866023158,22.28930723157913,21.970066192970087,0.0
41,train,1,1,38.900303993199444,0.48046875,21.581590804433255,5.404755673707754,-14.06832936677423,0.484375,-29.317468171170233,-7.32169427675395,138.03511875635652,0.48828125,118.58196646251939,29.683673005954475,-97.00037565808613,-99.39924680464657,27.90702177526107,0.56640625,1.3629775582901396,0.4513871032597725,-23.881087666317903,0.5,-49.04127877267283,-14.555521528165935,129.5344447526859,0.5,98.15737370642941,29.167876621420504,-96.79439614813928,-98.80145440503257,-8.763071253405966,3.576769219856349,-6.152176499759836,-12.339840473262315,-0.9999999189616818,60.941985847684066,60.941985847684066,0.0
42,train,-1,1,23.049743582157358,0.328125,9.562084244579127,2.4042444167201986,32.062972613209425,0.328125,10.419574894437648,2.6107881835344937,31.70769139625417,0.328125,9.745021511377619,2.4508211694868534,-0.1829372667984941,0.7660220164592736,104.64463518288176,0.734375,35.673069039633745,10.589236641139674,122.16092731577393,0.73828125,42.8094699904366,12.692051876137729,137.71781412743417,0.74609375,45.47987011055992,13.505619985849787,-9.806801070926173,2.233000415339763,0.03467090896585944,0.892949115051453,6.206540547015956,-0.8582782060855936,-0.9252466081122103,39.12196188512412,39.12196188512412,0.0390625
43,train,1,1,27.297246911392907,0.29296875,15.054592499504503,3.7615585406412233,22.631801773910052,0.33984375,6.716780924285519,1.696425335298659,58.89662684710953,0.33984375,40.79616571724352,10.226284540341757,-25.741573217739024,-21.208598184088494,106.21125136018792,0.796875,10.090602893080678,2.797459459364685,99.61908123554173,0.796875,7.899268451049037,2.193216505450147,130.5706809980873,0.796875,40.52238653131722,11.883504612476361,-30.431783638236546,-17.407226261149912,-2.2814359997482168,1.3785020101913295,0.8723138802677409,-3.6599380099395464,-0.9999997267714031,27.596774411595966,27.596774411595966,0.0
44,train,-1,1,-102.58395389658438,0.26171875,-144.220263078562,-36.04980740646512,14.44014897156969,0.265625,3.9538431717670366,0.9856776471148616,-19.831234193037574,0.265625,-49.19881294092243,-12.299470834879598,-95.02145013763956,100.66338118150921,-184.2612924114926,0.5,-218.08242558555216,-64.73633685134142,17.995569471927567,0.76953125,12.83499527009462,3.8184701093798785,-63.27316667154187,0.546875,-83.7034417420599,-24.84066034112153,-134.37898384349234,163.72792893390067,-4.675227684942053,10.450705198397618,-0.8446174122402558,-15.12593288333967,-0.9999999338883796,46.609026411099975,43.975710144450915,0.0
